"Click Date","Install Date","Device Id","Device Name",MAC,IDFV,IDFV_OLD,IDFV_NEW,IDFA,IDFA_OLD,IDFA_NEW,GDID,"Sub Publisher",Country,IP,"Glispa Click ID"
"2016-11-04 16:03:13","2016-11-04 16:05:26",EB221652-CFF7-4B8A-A691-BD1C5432C106,"iPad2,5",02:00:00:00:00:00,5569FF8F-ECEA-47FD-BE44-5109AE6DECB2,BCA2D390-884D-4583-97A2-4EBA4C42121A,5569FF8F-ECEA-47FD-BE44-5109AE6DECB2,EB221652-CFF7-4B8A-A691-BD1C5432C106,36ACC2AD-396A-40BC-BD77-8B07DA64ABB2,EB221652-CFF7-4B8A-A691-BD1C5432C106,5923830454,CD31341,RU,95.104.187.22,CD31341p59774___2119552___2185832___9535707372471670___A01033-59774___4603
"2016-11-04 16:06:46","2016-11-04 16:09:04",4328871B-A38B-43FE-A342-52A50DE37070,"iPhone6,2",02:00:00:00:00:00,66C7B8F7-3B11-4ECA-A6D7-88F2523C650B,,,4328871B-A38B-43FE-A342-52A50DE37070,,,5847982718,CD31341,RU,178.35.55.107,CD31341p59774___2119552___2185832___2033039913063661___A01033-59774___5077
"2016-11-04 16:07:41","2016-11-04 16:09:49",B8CF5511-8B1D-4204-B5DF-F1C2023558FA,"iPad2,5",02:00:00:00:00:00,C86FB936-D7C4-400F-BB03-DB8C02AC6198,5569FF8F-ECEA-47FD-BE44-5109AE6DECB2,C86FB936-D7C4-400F-BB03-DB8C02AC6198,B8CF5511-8B1D-4204-B5DF-F1C2023558FA,EB221652-CFF7-4B8A-A691-BD1C5432C106,B8CF5511-8B1D-4204-B5DF-F1C2023558FA,5923836181,CD31341,RU,95.104.184.99,CD31341p59774___2119552___2185832___3991170925407123___A01033-59774___4603
"2016-11-04 16:57:43","2016-11-04 17:02:47",473F37E3-AB10-4792-9377-64956DE04AEF,"iPhone4,1",02:00:00:00:00:00,60F53776-CCA3-47DA-8695-0FFFA5D87AB2,,,473F37E3-AB10-4792-9377-64956DE04AEF,,,5923905307,CD31341,RU,2.61.178.125,CD31341p59774___2119552___2185832___0688334870445041___A01033-59774___4603
"2016-11-04 10:00:20","2016-11-04 17:24:34",02E5F411-82A8-43B7-8C2D-9D83DA97EC52,"iPhone6,2",02:00:00:00:00:00,4967EAB8-B79C-4875-AC65-5EA819B38E88,,,02E5F411-82A8-43B7-8C2D-9D83DA97EC52,,,5923932473,CD31341,RU,217.118.93.132,CD31341p59774___2119552___2185832___2800070764953492___A01033-59774___4603
"2016-11-04 04:46:41","2016-11-04 17:39:36",7846AC65-DEB1-468C-B1B9-C8C0AE0B16CA,"iPhone6,1",02:00:00:00:00:00,AC7EBD90-CFD1-454A-8D18-6268006C77EA,,,7846AC65-DEB1-468C-B1B9-C8C0AE0B16CA,,,5923951116,CD31341,RU,217.118.95.99,CD31341p59774___2119552___2185832___2219691061547566___A01033-59774___4603
"2016-11-04 17:43:11","2016-11-04 17:46:08",73F37E18-371F-4A2C-BE07-49C447650231,"iPhone6,2",02:00:00:00:00:00,8C2322E3-D502-4A91-A6FD-D64B73C974EB,,,73F37E18-371F-4A2C-BE07-49C447650231,,,5923959002,CD31341,RU,5.141.124.43,CD31341p59774___2119552___2185832___4222492375304147___A01033-59774___5077
"2016-11-04 18:25:53","2016-11-04 18:41:25",06829169-BDAD-4563-935A-5F1327A8B517,"iPad3,6",02:00:00:00:00:00,C0EBF7D1-B0C4-4E04-A26D-566D6D12D53D,11F42EBD-4D5D-4F7C-B3BD-37ED97CBF497,C0EBF7D1-B0C4-4E04-A26D-566D6D12D53D,06829169-BDAD-4563-935A-5F1327A8B517,B7E44E59-67DD-43B5-94FF-0B747B7E1B69,06829169-BDAD-4563-935A-5F1327A8B517,5924024489,CD31341,RU,109.252.26.78,CD31341p59774___2119552___2185832___2750619128717276___A01033-59774___4603
"2016-11-04 19:30:12","2016-11-04 19:35:01",D2736AF9-DC12-450C-8484-F59B6B6B2CCB,"iPhone6,2",02:00:00:00:00:00,7A01A79C-2684-419F-A5B5-BA57867BF6A8,,,D2736AF9-DC12-450C-8484-F59B6B6B2CCB,,,5924084788,CD31341,RU,178.205.62.143,CD31341p59774___2119552___2185832___6178964987870370___A01033-59774___4603
"2016-11-04 19:41:49","2016-11-04 19:45:00",012F5EF7-0827-48A7-B36C-20866E7CAC4C,"iPhone7,2",02:00:00:00:00:00,F4FBD894-7FCD-4970-80FD-0D150508C805,,,012F5EF7-0827-48A7-B36C-20866E7CAC4C,,,5924095017,CD31341,RU,109.124.16.226,CD31341p59774___2119552___2185832___6405052815664308___A01033-59774___4603
"2016-11-04 20:10:53","2016-11-04 20:20:18",DA5E9EA8-C998-4327-B7D8-03A93E98C955,"iPad2,2",02:00:00:00:00:00,2350F8A4-C1CC-4191-A89D-9A172982B096,A7AD7AC3-A163-476D-AC95-3ACFD23B3F0E,2350F8A4-C1CC-4191-A89D-9A172982B096,DA5E9EA8-C998-4327-B7D8-03A93E98C955,522AC227-2291-409F-B5A0-A2551AAB11E2,DA5E9EA8-C998-4327-B7D8-03A93E98C955,5924134474,CD31341,RU,109.252.26.78,CD31341p59774___2119552___2185832___1155390599284326___A01033-59774___5077
"2016-11-04 21:26:22","2016-11-04 21:28:29",B0C96C25-017A-47C4-A6CD-AC27DE8B3FD5,"iPhone6,2",02:00:00:00:00:00,73575FFC-5359-4657-A7E9-24B67E13396B,BBB4351A-AECC-4809-9446-6A10DCEBB38F,73575FFC-5359-4657-A7E9-24B67E13396B,B0C96C25-017A-47C4-A6CD-AC27DE8B3FD5,B0C96C25-017A-47C4-A6CD-AC27DE8B3FD5,B0C96C25-017A-47C4-A6CD-AC27DE8B3FD5,3672538046,CD31341,RU,85.95.187.99,CD31341p59774___2119552___2185832___0082385690399081___A01033-59774___4603
"2016-11-04 21:28:17","2016-11-04 21:32:18",801A0B02-A0CE-4A41-BEAF-EABC95EEE26F,"iPad3,6",02:00:00:00:00:00,FE48C224-0975-4123-B7FD-9BA611AB8BB3,F5CB579D-3438-4AF2-A1AA-993D629CFE96,FE48C224-0975-4123-B7FD-9BA611AB8BB3,801A0B02-A0CE-4A41-BEAF-EABC95EEE26F,801A0B02-A0CE-4A41-BEAF-EABC95EEE26F,801A0B02-A0CE-4A41-BEAF-EABC95EEE26F,5696202893,CD31341,RU,176.100.105.133,CD31341p59774___2119552___2185832___8309066960502262___A01033-59774___4603
"2016-11-04 22:30:09","2016-11-04 22:43:08",E52EBB2B-69A8-40F9-8E18-F40F010D63F0,"iPad2,7",02:00:00:00:00:00,560A471D-2C2E-4B41-909D-6DDCDB89AB9D,,,E52EBB2B-69A8-40F9-8E18-F40F010D63F0,,,3161463702,CD31341,RU,94.181.219.1,CD31341p59774___2119552___2185832___6117281756045335___A01033-59774___4603
"2016-11-04 22:43:53","2016-11-04 22:49:51",78CA3226-AE6B-48F6-B134-137D21839FD7,"iPhone5,2",02:00:00:00:00:00,0E08B094-F771-49C2-B95C-44B6C464D987,DC484051-99E8-4A42-B897-D3E0DE2C56F8,0E08B094-F771-49C2-B95C-44B6C464D987,78CA3226-AE6B-48F6-B134-137D21839FD7,00C0DE27-4249-4D0F-9CDC-22E9A3676192,78CA3226-AE6B-48F6-B134-137D21839FD7,5924287146,CD31341,RU,109.252.26.78,CD31341p40659___2119552___2185832___2309656083916552___A01033-40659
"2016-11-05 10:23:43","2016-11-04 22:54:33",9511F7FB-23D2-4AFA-B07B-A4945D05B082,"iPad2,2",02:00:00:00:00:00,E7F9C97C-CD9F-4755-A936-69A3114E5184,,,9511F7FB-23D2-4AFA-B07B-A4945D05B082,,,5110115672,CD31341,RU,92.38.152.195,CD31341p250616___2119552___2185832___9335841036008979___A01033-250616
"2016-11-04 12:21:54","2016-11-04 23:09:32",0CE723E7-7746-41D5-BDA3-2FD4200F27A3,"iPhone7,2",02:00:00:00:00:00,DA0C218B-73D7-42A8-BE53-CD22856F4E71,,,0CE723E7-7746-41D5-BDA3-2FD4200F27A3,,,5924307808,CD31341,RU,217.66.157.97,CD31341p241304___2119552___2185832___5277362909409143___A01033-241304
"2016-11-05 04:28:00","2016-11-05 04:30:05",457E89DF-F361-4BCA-9A82-C93A34D5727F,"iPad2,5",02:00:00:00:00:00,EC220D24-2164-4633-995F-5AAF7443D2CD,C86FB936-D7C4-400F-BB03-DB8C02AC6198,EC220D24-2164-4633-995F-5AAF7443D2CD,457E89DF-F361-4BCA-9A82-C93A34D5727F,B8CF5511-8B1D-4204-B5DF-F1C2023558FA,457E89DF-F361-4BCA-9A82-C93A34D5727F,5924665268,CD31341,RU,95.104.209.243,CD31341p59774___2119552___2185832___0588626823611836___A01033-59774___4603
"2016-11-05 04:47:57","2016-11-05 04:50:21",015B16CC-9C60-4C7D-8CB8-1850C1B98070,"iPad2,5",02:00:00:00:00:00,060D2B81-8A97-4FD4-9A79-F0CB18E78BCD,EC220D24-2164-4633-995F-5AAF7443D2CD,060D2B81-8A97-4FD4-9A79-F0CB18E78BCD,015B16CC-9C60-4C7D-8CB8-1850C1B98070,457E89DF-F361-4BCA-9A82-C93A34D5727F,015B16CC-9C60-4C7D-8CB8-1850C1B98070,5924686417,CD31341,RU,95.104.204.211,CD31341p59774___2119552___2185832___8877297059138310___A01033-59774___4603
"2016-11-05 04:51:49","2016-11-05 04:56:19",00000000-0000-0000-0000-000000000000,"iPhone8,4",02:00:00:00:00:00,4A71DDEE-E7D6-4ACB-A34F-373F922A8447,,,00000000-0000-0000-0000-000000000000,,,5800110489,CD31341,RU,37.79.250.14,CD31341p59774___2119552___2185832___9809856950490119___A01033-59774___4603
"2016-11-05 05:29:39","2016-11-05 05:32:07",2FADB862-0C7E-4F49-9D2A-9E45501D3629,"iPad2,5",02:00:00:00:00:00,8FC70B6A-2C68-43E4-827C-34195E2A7640,060D2B81-8A97-4FD4-9A79-F0CB18E78BCD,8FC70B6A-2C68-43E4-827C-34195E2A7640,2FADB862-0C7E-4F49-9D2A-9E45501D3629,015B16CC-9C60-4C7D-8CB8-1850C1B98070,2FADB862-0C7E-4F49-9D2A-9E45501D3629,5924730893,CD31341,RU,95.104.189.216,CD31341p59774___2119552___2185832___5945149159185525___A01033-59774___4603
"2016-11-05 05:54:54","2016-11-05 05:57:06",58D37429-8A35-453B-9626-D5DB8AED8274,"iPad2,5",02:00:00:00:00:00,6A43933F-7809-471E-94E4-705B60A86CDB,8FC70B6A-2C68-43E4-827C-34195E2A7640,6A43933F-7809-471E-94E4-705B60A86CDB,58D37429-8A35-453B-9626-D5DB8AED8274,2FADB862-0C7E-4F49-9D2A-9E45501D3629,58D37429-8A35-453B-9626-D5DB8AED8274,5924757075,CD31341,RU,91.185.93.108,CD31341p59774___2119552___2185832___8355885889037811___A01033-59774___4603
"2016-11-05 06:55:35","2016-11-05 07:08:15",D06E8969-2DF2-4A5D-8A5E-BDA891A48E22,"iPhone6,2",02:00:00:00:00:00,6839D6B8-39EE-40DB-BCE5-957C8B374A89,,,D06E8969-2DF2-4A5D-8A5E-BDA891A48E22,,,5924833536,CD31341,RU,46.0.203.156,CD31341p59774___2119552___2185832___0574017144576952___A01033-59774___5077
"2016-11-05 07:47:50","2016-11-05 07:50:04",4F36E62B-820C-44E4-B9CD-1E9019EA1E17,"iPad2,5",02:00:00:00:00:00,748B4CDC-3F0F-4F5F-96F8-51FE4C3E5A17,6A43933F-7809-471E-94E4-705B60A86CDB,748B4CDC-3F0F-4F5F-96F8-51FE4C3E5A17,4F36E62B-820C-44E4-B9CD-1E9019EA1E17,58D37429-8A35-453B-9626-D5DB8AED8274,4F36E62B-820C-44E4-B9CD-1E9019EA1E17,5924881443,CD31341,RU,95.104.241.196,CD31341p59774___2119552___2185832___0174354671837807___A01033-59774___4603
"2016-11-05 08:17:51","2016-11-05 08:20:06",0FF025C7-2672-4DF6-B041-1757E6D7E214,"iPad2,5",02:00:00:00:00:00,BCC95E0E-C918-4072-889E-4FFB36E24DA5,748B4CDC-3F0F-4F5F-96F8-51FE4C3E5A17,BCC95E0E-C918-4072-889E-4FFB36E24DA5,0FF025C7-2672-4DF6-B041-1757E6D7E214,4F36E62B-820C-44E4-B9CD-1E9019EA1E17,0FF025C7-2672-4DF6-B041-1757E6D7E214,5924917160,CD31341,RU,95.104.232.82,CD31341p59774___2119552___2185832___6957950509732716___A01033-59774___4603
"2016-11-05 08:23:32","2016-11-05 08:25:44",583C0F18-0164-4E07-A4AE-B5A205AD5403,"iPad2,5",02:00:00:00:00:00,2F5B279A-2296-4E92-9810-0A287B911BFB,BCC95E0E-C918-4072-889E-4FFB36E24DA5,2F5B279A-2296-4E92-9810-0A287B911BFB,583C0F18-0164-4E07-A4AE-B5A205AD5403,0FF025C7-2672-4DF6-B041-1757E6D7E214,583C0F18-0164-4E07-A4AE-B5A205AD5403,5924924085,CD31341,RU,95.104.230.42,CD31341p59774___2119552___2185832___3474502452555378___A01033-59774___4603
"2016-11-05 08:29:05","2016-11-05 08:31:16",36868760-EA26-4991-B49C-CC7B9BAD3493,"iPad2,5",02:00:00:00:00:00,A7653718-6D27-48BC-ABD8-F46563C37960,2F5B279A-2296-4E92-9810-0A287B911BFB,A7653718-6D27-48BC-ABD8-F46563C37960,36868760-EA26-4991-B49C-CC7B9BAD3493,583C0F18-0164-4E07-A4AE-B5A205AD5403,36868760-EA26-4991-B49C-CC7B9BAD3493,5924930884,CD31341,RU,95.104.229.8,CD31341p59774___2119552___2185832___0188201042231776___A01033-59774___4603
"2016-11-05 05:57:09","2016-11-05 10:14:03",528880FA-74C0-41B2-BC22-AD1344E38D61,"iPhone8,1",02:00:00:00:00:00,5282FBC0-C9EC-4AEA-B4DE-B5F1F6FB8B35,,,528880FA-74C0-41B2-BC22-AD1344E38D61,,,5925062684,CD31341,RU,217.118.64.52,CD31341p59774___2119552___2185832___6103153646998061___A01033-59774___4603
"2016-11-05 11:10:53","2016-11-05 11:19:26",85ACBCB3-3118-4490-8972-86E0604DCF5D,"iPhone4,1",02:00:00:00:00:00,C6921889-1532-4BF9-92B6-240EB86263CF,,,85ACBCB3-3118-4490-8972-86E0604DCF5D,,,5925154085,CD31341,RU,37.78.245.67,CD31341p59774___2119552___2185832___3137092245635102___A01033-59774___5077
"2016-11-05 09:57:20","2016-11-05 12:51:14",A2FCD90F-9EA6-4973-81E3-5AE78BB5E312,"iPhone6,2",02:00:00:00:00:00,4A94C052-04C2-40EC-B4C8-7D7E929198FC,,,A2FCD90F-9EA6-4973-81E3-5AE78BB5E312,,,5925299929,CD31341,RU,217.118.81.22,CD31341p250616___2119552___2185832___7709541702605668___A01033-250616
"2016-11-05 12:55:51","2016-11-05 13:01:14",F9C3FD73-64F0-4462-BAA8-96C2E8E10B04,"iPhone5,2",02:00:00:00:00:00,EA8B8B49-36D4-4509-8F96-4DD772F2B278,9B1E7A08-6896-4F70-8723-B7815A78AC86,EA8B8B49-36D4-4509-8F96-4DD772F2B278,F9C3FD73-64F0-4462-BAA8-96C2E8E10B04,F9C3FD73-64F0-4462-BAA8-96C2E8E10B04,F9C3FD73-64F0-4462-BAA8-96C2E8E10B04,1924156780,CD31341,RU,31.42.47.203,CD31341p59774___2119552___2185832___8908858176358841___A01033-59774___4603
"2016-11-05 13:30:00","2016-11-05 13:33:26",48A15E79-8F53-4B1F-9C08-371E32C6283F,"iPhone5,1",02:00:00:00:00:00,9AF69E56-1D6E-4224-9B5B-AD8301632453,4F586219-8ADE-44E5-BE06-626B73586E01,9AF69E56-1D6E-4224-9B5B-AD8301632453,48A15E79-8F53-4B1F-9C08-371E32C6283F,48A15E79-8F53-4B1F-9C08-371E32C6283F,48A15E79-8F53-4B1F-9C08-371E32C6283F,1965643164,CD31341,RU,77.222.106.128,CD31341p59774___2119552___2185832___1202608052321223___A01033-59774___5077
"2016-11-05 13:34:50","2016-11-05 13:39:21",485DC028-045A-453C-95B0-C2A37A20FA34,"iPad3,6",02:00:00:00:00:00,7A368087-CA67-4003-9171-66107B8536EE,,,485DC028-045A-453C-95B0-C2A37A20FA34,,,5925383539,CD31341,RU,31.135.83.51,CD31341p59774___2119552___2185832___6921774301358285___A01033-59774___5077
"2016-11-05 14:11:23","2016-11-05 14:13:33",00000000-0000-0000-0000-000000000000,"iPhone6,2",02:00:00:00:00:00,0B35DF78-9BD1-4210-9938-A153BA183618,,,00000000-0000-0000-0000-000000000000,,,5925442358,CD31341,RU,81.163.98.133,CD31341p59774___2119552___2185832___9827350861102167___A01033-59774___5077
"2016-11-05 14:06:28","2016-11-05 14:16:48",C6D7C135-1A0C-40F4-BC71-E5129C975557,"iPhone3,1",02:00:00:00:00:00,99C0856F-7CB3-40B0-8ECF-AB76133F25F8,,,C6D7C135-1A0C-40F4-BC71-E5129C975557,,,5858359801,CD31341,RU,95.73.132.240,CD31341p59774___2119552___2185832___2092086826518241___A01033-59774___4603
"2016-11-05 12:41:29","2016-11-05 14:34:03",4F163F7B-1B17-467D-AF9F-C0FE5ADF0BFE,"iPad2,5",02:00:00:00:00:00,DFC0EC94-E4FE-44D5-8BBA-AAD17BC75D74,A1729162-03B9-4B6B-A1E7-9085F5478694,DFC0EC94-E4FE-44D5-8BBA-AAD17BC75D74,4F163F7B-1B17-467D-AF9F-C0FE5ADF0BFE,4F163F7B-1B17-467D-AF9F-C0FE5ADF0BFE,4F163F7B-1B17-467D-AF9F-C0FE5ADF0BFE,2263075010,CD31341,RU,193.238.130.5,CD31341p241304___2119552___2185832___2962893794206068___A01033-241304
"2016-11-05 18:11:48","2016-11-05 17:17:17",1DC5F9AA-0E1A-4244-8738-23E3A7E5CDE5,"iPhone3,2",02:00:00:00:00:00,7C50C5D7-0DC3-42D8-998B-8DA2E07025A1,,,1DC5F9AA-0E1A-4244-8738-23E3A7E5CDE5,,,5925830763,CD31341,RU,5.165.69.166,CD31341p59774___2119552___2185832___4711640757999040___A01033-59774___5077
"2016-11-05 17:19:41","2016-11-05 17:22:56",00000000-0000-0000-0000-000000000000,"iPhone6,2",02:00:00:00:00:00,B5B263B4-2212-49D4-A676-18E8975FBFC6,,,00000000-0000-0000-0000-000000000000,,,5925750976,CD31341,RU,84.18.118.190,CD31341p59774___2119552___2185832___2834956469601853___A01033-59774___4603
"2016-11-05 18:11:19","2016-11-05 18:23:52",ED54BA03-C204-43BC-AC01-3B47D972B8FF,"iPad2,2",02:00:00:00:00:00,F8E01FE5-1BC9-410E-8D7F-37B2A5D1E856,2350F8A4-C1CC-4191-A89D-9A172982B096,F8E01FE5-1BC9-410E-8D7F-37B2A5D1E856,ED54BA03-C204-43BC-AC01-3B47D972B8FF,DA5E9EA8-C998-4327-B7D8-03A93E98C955,ED54BA03-C204-43BC-AC01-3B47D972B8FF,5925837700,CD31341,RU,109.252.26.78,CD31341p59774___2119552___2185832___6148666480766936___A01033-59774___4603
"2016-11-05 16:56:19","2016-11-05 18:47:20",A99A8534-334B-4366-8732-7DD30635C493,"iPhone3,1",02:00:00:00:00:00,8BB90515-4276-487C-970F-DCC0F620C84B,,,A99A8534-334B-4366-8732-7DD30635C493,,,5909200011,CD31341,RU,195.91.173.209,CD31341p59774___2119552___2185832___3627769671217878___A01033-59774___5077
"2016-11-05 18:56:09","2016-11-05 18:58:08",D580E2EF-EC86-4B0F-A0D7-03E9C4F4FC95,"iPhone8,1",02:00:00:00:00:00,4CEECED8-EF9F-456C-BD88-BB979D068891,,,D580E2EF-EC86-4B0F-A0D7-03E9C4F4FC95,,,5925883652,CD31341,RU,109.252.90.147,CD31341p59774___2119552___2185832___6686169456375705___A01033-59774___5077
"2016-11-05 19:03:17","2016-11-05 19:10:56",BEBBE5A3-EA07-41FB-91A5-4FE98C30AB43,"iPad3,6",02:00:00:00:00:00,E76F8F44-3300-4743-AF33-04CA93B369D3,,,BEBBE5A3-EA07-41FB-91A5-4FE98C30AB43,,,5925901153,CD31341,RU,31.135.83.51,CD31341p40659___2119552___2185832___0854328125000219___A01033-40659
"2016-11-05 19:34:41","2016-11-05 19:54:05",4651AE4B-7571-4A5B-ADCD-1B1FBEC07003,"iPhone4,1",02:00:00:00:00:00,AF19D261-FFF5-40A5-9EFB-55A96C58AF67,,,4651AE4B-7571-4A5B-ADCD-1B1FBEC07003,,,5918643804,CD31341,RU,95.153.131.81,CD31341p241304___2119552___2185832___4335540998794933___A01033-241304
"2016-11-05 10:48:09","2016-11-05 20:51:55",FC8F8A20-CE89-4BC0-AEFD-16E00C55D6A5,"iPhone6,2",02:00:00:00:00:00,65C9E5B4-9F0A-474C-AB2F-0B82649DEADC,,,FC8F8A20-CE89-4BC0-AEFD-16E00C55D6A5,,,5829839567,CD31341,UA,91.107.117.120,CD31341p59774___2119552___2185832___9250512199469161___A01033-59774___4603
"2016-11-05 22:25:51","2016-11-05 22:28:27",E9DBD4CD-9026-40ED-86F5-4D0798F6DC6D,"iPad2,7",02:00:00:00:00:00,6833829C-989E-405A-90B2-83E5807BB883,,,E9DBD4CD-9026-40ED-86F5-4D0798F6DC6D,,,3241828945,CD31341,RU,109.108.59.41,CD31341p59774___2119552___2185832___5880847716541086___A01033-59774___5077
"2016-11-06 00:33:10","2016-11-06 00:37:33",8B50D39A-7161-4E65-8B31-3453410854C7,"iPad4,2",02:00:00:00:00:00,931BB32A-E0B5-4BA7-A1D7-E7BC5442400E,,,8B50D39A-7161-4E65-8B31-3453410854C7,,,5623135864,CD31341,RU,188.244.209.193,CD31341p59774___2119552___2185832___7317959549619912___A01033-59774___4603
"2016-11-06 04:11:18","2016-11-06 04:14:15",C8E56E1D-0853-4554-9E98-4911D90643E7,"iPad2,5",02:00:00:00:00:00,A2692E0F-F740-4321-88F3-66D755447538,A7653718-6D27-48BC-ABD8-F46563C37960,A2692E0F-F740-4321-88F3-66D755447538,C8E56E1D-0853-4554-9E98-4911D90643E7,36868760-EA26-4991-B49C-CC7B9BAD3493,C8E56E1D-0853-4554-9E98-4911D90643E7,5926535571,CD31341,RU,95.104.224.170,CD31341p59774___2119552___2185832___8176521757181201___A01033-59774___4603
"2016-11-06 05:01:58","2016-11-06 05:04:17",4B34BD12-6F2D-4584-8F36-173C15F9FFEF,"iPad2,5",02:00:00:00:00:00,F815AAD1-AC19-4042-AD16-7434B6EE7DBD,A2692E0F-F740-4321-88F3-66D755447538,F815AAD1-AC19-4042-AD16-7434B6EE7DBD,4B34BD12-6F2D-4584-8F36-173C15F9FFEF,C8E56E1D-0853-4554-9E98-4911D90643E7,4B34BD12-6F2D-4584-8F36-173C15F9FFEF,5926592369,CD31341,RU,95.104.221.116,CD31341p59774___2119552___2185832___8598425022116889___A01033-59774___4603
"2016-11-06 06:39:49","2016-11-06 06:42:10",5CF4BCDC-E726-491D-B686-509B7B6C2236,"iPad2,5",02:00:00:00:00:00,E0866497-3597-4731-9712-DEE5507A8711,F815AAD1-AC19-4042-AD16-7434B6EE7DBD,E0866497-3597-4731-9712-DEE5507A8711,5CF4BCDC-E726-491D-B686-509B7B6C2236,4B34BD12-6F2D-4584-8F36-173C15F9FFEF,5CF4BCDC-E726-491D-B686-509B7B6C2236,5926699994,CD31341,RU,91.185.89.82,CD31341p59774___2119552___2185832___2061048364901311___A01033-59774___4603
"2016-11-06 07:07:57","2016-11-06 07:09:51",DECC0219-C27F-4E66-80D4-3CCEBDA5EDF8,"iPhone8,1",02:00:00:00:00:00,99EFB757-0643-470C-B177-BCD5AFDBB2A8,,,DECC0219-C27F-4E66-80D4-3CCEBDA5EDF8,,,5926730659,CD31341,RU,145.255.9.122,CD31341p59774___2119552___2185832___9347343133664721___A01033-59774___5077
"2016-11-06 07:21:46","2016-11-06 07:23:55",AFC57BA9-BB9C-48A1-95AD-DDC3A99569F6,"iPad2,5",02:00:00:00:00:00,6E20F04A-C3BA-4B0C-A71B-1EF467F0A3D6,E0866497-3597-4731-9712-DEE5507A8711,6E20F04A-C3BA-4B0C-A71B-1EF467F0A3D6,AFC57BA9-BB9C-48A1-95AD-DDC3A99569F6,5CF4BCDC-E726-491D-B686-509B7B6C2236,AFC57BA9-BB9C-48A1-95AD-DDC3A99569F6,5926746916,CD31341,RU,91.185.76.232,CD31341p59774___2119552___2185832___7189198083920447___A01033-59774___4603
"2016-11-06 07:27:24","2016-11-06 07:29:41",FAE73AEF-F199-479D-8626-FD16FBA49EF9,"iPad2,5",02:00:00:00:00:00,684FEFC1-CC0C-41BA-8D92-5D85A42D6B49,6E20F04A-C3BA-4B0C-A71B-1EF467F0A3D6,684FEFC1-CC0C-41BA-8D92-5D85A42D6B49,FAE73AEF-F199-479D-8626-FD16FBA49EF9,AFC57BA9-BB9C-48A1-95AD-DDC3A99569F6,FAE73AEF-F199-479D-8626-FD16FBA49EF9,5926753511,CD31341,RU,91.185.75.26,CD31341p59774___2119552___2185832___0703758684943194___A01033-59774___4603
"2016-11-06 07:54:36","2016-11-06 07:57:00",66E19275-110E-485D-A32F-EB8A35C7AC67,"iPad2,5",02:00:00:00:00:00,881410E1-D69B-4611-A16B-C1EE20CAA78F,684FEFC1-CC0C-41BA-8D92-5D85A42D6B49,881410E1-D69B-4611-A16B-C1EE20CAA78F,66E19275-110E-485D-A32F-EB8A35C7AC67,FAE73AEF-F199-479D-8626-FD16FBA49EF9,66E19275-110E-485D-A32F-EB8A35C7AC67,5926785523,CD31341,RU,95.104.250.28,CD31341p59774___2119552___2185832___0507414486106385___A01033-59774___4603
"2016-11-06 08:08:44","2016-11-06 08:11:01",4D133271-A4C5-4E3C-924F-306DB7EDA8BB,"iPad2,5",02:00:00:00:00:00,0DF7E89F-B798-4C5A-BA17-27FF72335307,881410E1-D69B-4611-A16B-C1EE20CAA78F,0DF7E89F-B798-4C5A-BA17-27FF72335307,4D133271-A4C5-4E3C-924F-306DB7EDA8BB,66E19275-110E-485D-A32F-EB8A35C7AC67,4D133271-A4C5-4E3C-924F-306DB7EDA8BB,5926802248,CD31341,RU,95.104.244.201,CD31341p59774___2119552___2185832___3779065197738435___A01033-59774___4603
"2016-11-06 08:36:08","2016-11-06 08:38:23",9E11C283-BF36-4CF2-8213-EC0CC567AC35,"iPad2,5",02:00:00:00:00:00,FFE0C8DF-2449-4B14-817D-C75B70670C26,0DF7E89F-B798-4C5A-BA17-27FF72335307,FFE0C8DF-2449-4B14-817D-C75B70670C26,9E11C283-BF36-4CF2-8213-EC0CC567AC35,4D133271-A4C5-4E3C-924F-306DB7EDA8BB,9E11C283-BF36-4CF2-8213-EC0CC567AC35,5926835495,CD31341,RU,95.104.235.68,CD31341p59774___2119552___2185832___6279403781749904___A01033-59774___4603
"2016-11-06 08:41:40","2016-11-06 08:43:55",FF6DA06C-37C3-4355-A361-E842C8A204C3,"iPad2,5",02:00:00:00:00:00,74B8C3B5-8A15-49B3-99B4-48B99CF24B0B,FFE0C8DF-2449-4B14-817D-C75B70670C26,74B8C3B5-8A15-49B3-99B4-48B99CF24B0B,FF6DA06C-37C3-4355-A361-E842C8A204C3,9E11C283-BF36-4CF2-8213-EC0CC567AC35,FF6DA06C-37C3-4355-A361-E842C8A204C3,5926842378,CD31341,RU,95.104.233.80,CD31341p59774___2119552___2185832___7139372906375127___A01033-59774___4603
"2016-11-06 09:33:54","2016-11-06 10:07:47",E406E079-3205-448E-A475-0375605DEAEE,"iPhone6,2",02:00:00:00:00:00,D3C0A698-5BE5-47AC-89BD-2ECB0C34720F,780696A1-C4E9-4FFA-A2CE-647F9FD3929B,D3C0A698-5BE5-47AC-89BD-2ECB0C34720F,E406E079-3205-448E-A475-0375605DEAEE,E406E079-3205-448E-A475-0375605DEAEE,E406E079-3205-448E-A475-0375605DEAEE,5662538712,CD31341,RU,217.118.93.130,CD31341p241304___2119552___2185832___7986829443884218___A01033-241304
