"1","498"
"3","0"
"7","94174"
"11","0"
"13","126355"
"15","0"
"17","0"
"21","7777"
"23","83830"
"25","0"
"33","0"
"37","537"
"38","0"
"49","0"
"51","1462"
"61","0"
"65","0"
"67","0"
"68","0"
"70","21397"
"76","0"
"81","123540"
"83","611"
"89","0"
"99","0"
"101","0"
"105","0"
"107","0"
"111","0"
"115","0"
"118","391033"
"124","2213"
"126","0"
"130","0"
"152","0"
"156","2235"
"160","0"
"162","0"
"166","0"
"170","0"
"180","9548"
"190","0"
"196","2224"
"198","0"
"202","4426"
"210","0"
"224","2758"
"226","0"
"228","0"
"230","4732"
"236","130574"
"238","18"
"242","5364"
"246","0"
"248","155"
"254","345"
"256","1933"
"260","12749"
"264","41"
"266","289"
"270","88"
"272","4"
"274","3"
"278","4"
"282","3320"
"284","16"
"286","0"
"288","6"
