"Sub Publisher",Attributions
72177,5
72254,3
72345,2
72401f6d3b1f730b12c7f948b2225449e3c78f1a,1
72456,719
72467,3
7264f276e9-1373682198,1
7264f276e9-1373686997,1
72658,1
72732,6
72814,46
72825,9
72919,4
73018,1
73029,45
73070,1
73419,1
73473,5
73502,14
73524,5
73552,1
736740d52eafbe59ee76a90615f68579d7475881,1
73753,1
73968,3
74076,1
74218,75
74222,2
74274,1
74539,5
74629,6
74671,1
74688,2
74692,4
74695,1
74699,1
74701,1
74704,1
74708,1
74713,1
74729,2
74736,1
74995,1
75102,2
75139,102
75312c791b9a4257e20c0ba88510d9d0ceab470e,1
75361,1
75417,1
75451,1
75724,1
75764,13
75917,4
75981,1
76011,2
76057,3
76223,12
76251,1
76336,3
76371,1
76491,4
76657,1
767c1c76d1f838a8a0c88092f2773f3b6afabf07,5
76871,1
76972,2
76c4867dd75239887c0f47b44b5981cd,2
77098,11
77099,1
77113,4
77144,1
77172,1
77188,1
77206,20
77226,1
77228,1
77296,1
77434,1
77440,2
77451,7
77460,1
77465,1
77826,1
77841,1
77843,75
77887,1
77950,2
78092,2
78097,1
78178,2
78213,146
78313,6
78354,1
78459,1
78595,12
78602,1
78657,4
78789,1
78804,1
78816,1
78962,2
78965,1
79071,2
79188,1
79362,8
79448,14
79450,11
79478,7
79486,1
79541,1
79558,10
79657,1
79663,6
79689,3
79693,1
79778,1
79819,2
79822,1
79950,1
7beabefe3e2cb40e986e174ec63804c5ebe08ab9,1
7dcb439f7f26f7526eb6a195d396caae7849ed06,1
80031,1
80063,1
80076,4
80078,1
80087,1
80143,2
801c1559ab95ffb76c47e1bcbded01463b6f5d73,1
80607,4
80660,12
80691,1
80762,7
80851,3
80866,3
81023,1
81201,1
81255,1
8126160d4e35aedba4f5630877821e8d53857392,1
81265,11
81321,1
81348,3
81374,3
81424,2420
81425,1
81435,1
81596,6
81656,12
81688,4
81729,1
81834,3
81919,1
81982,45
82066,1
82099,2
82132,3
82146,1
82201,6
822549a8d409ade60ea97a958002803af322bc4f,1
82290,2
82326,1
82341,1
82398,2
823dceafeeb4a2190fb6be80a2cae22b28fce762,2
82414,2
82531,2
82678,11
82765,6
82807,1
82849,3
82861,1
82976,1
82998,1
83025,4
83043,2
83048,1
83085,2
83125,2
83137,6
83350,1
83397,2
83399,1
83410,5
83482,6
83550,10
83569,2
83571,1
83572,2
83619,180
83664,1
83745,1
83779,35
83780,1
83806,4
83856,1
83891,1
83896,1
83968,4
83985,6
84005,11
84027,1
84097,4
84147,4
84184,22
84261,91
84270,4
84311,1
84317,17
84336,86
84472,5
84477,2
84577,4
84611,5
84632,11
84706,1
84722,1
84814,1
84867,1
84909,82
84922,4
84afb7f1bea2b2d515b3abbbb6afc9a6e268b3d75fe0a9c9a6cf5694ca7edddbf1afb87a060b7152184605babf5f32ecf72d8817ac3cb3e51206b5541a6054c0db05e607422371a85cf4054051ef879ce56c815a038c5127e76aa62020dc8eab,1
85037,1
85089,2
85091,230
85101,25
85343,1
85442,10
85465,1
85476,2
85610,2
85631,1
85645,3
85646,8
85777,1
85787,3
85838,1
85945,1
85970,1
86030,1
86031,1
86034,3
86042,2
86139,2
86173,2
86192,1
86203,1
86210,72
86234,3
86348,1
86356,3
86428,3
86474,58
86662,1
86668,1
87107,3
87143,1
87275,11
87284,1
87549,1
87562,1
87571,2
88083,1
88086,1
88293,1
88382,1
88399,1
88631,1
88644,4
88647,3
88679,1
88687,2
88f1d8fb28e36ee92f294613db509f81,7
89010,1
89278,9
89285,9
89292,1
89308,1
89367,5
89489,5
89520,5
89522,26
89525,5
89526,2
89533,2
89542,5
89544,16
89773,7
89965,6
8b14c1d4e0b0af8bb5beb80631a3fca23b207e74,1
8cf95aa8d3bec18d715b7154d7f86ba0,1
8d9e6ea7407c1640edd12f80c096c71a79caa399,3
8e40e1713beff74c71e4bd6141a36f0272babd41,1
90168,1
90169,1
90254,45
90263,3
90303,2
90352,1
90399,1
90408,5
90526,1
90592,3
90839,2
90959615faece5bbfc3b539bd323b38c,1
90968,1
91072,6
91107,4
91122,1
91312,2
91327,3
91337,9
91482,1
91487,3
91496,1
91512,1
91528,1
91529,1
91537,4
91550,3
91578,5
91586,80
91670,4
91734,1
91798,14
91810,5
91836,1
91843,1
91928,310
91938,1
91940,2
91995,17
92000,32
92001,1
920435e4c9fca13e385c7564e2cbb60fa75fdb4cac5548646f1438022bf0e882389ffc1a7b50bcb785bfe3e10ddb7d278266e167a0216ec9d9cc33db67714edbc5eb85ccea2c4963bfe6d31a8544136bd6c3150ff95c8b2bc3192a41d82692fa,1
92063,1
92083,1
92137,16
92307,17
92308,1
923a72e104b8a7f506dcd788d898ded51755a7ab,1
92405,1
92454,1
92535,1
92602,2
92651,1
92661,12
92694,2
92735,4
92737,2
92749,21
92812,1
92855,6
92908,10
9294bef3d061ddab69bea735d140c61a2a3152f6,1
92987,1
92991,1
93,2
93018,26
93032,1
93061,3
93064,4
93097,1
930cc3b05fec53ac68dde283c3c353e30fbe3e07,1
93101,2
931c968610e09139e21f697026c88d2e1e742177,2
93225,2
93234,28
93254,30
93330,1
93368,15
93382,1
93445,1
93579,7
93612,3
93653,1
93692,2
93734,1
93803,24
93825,32
93843,1
93845,1
93902,2
93927,299
93945,1
94028,23
94031,99
94081,1
94084,2
94106,1
94120,1
94123,23
94307,1
943208e29dd203fb42c3704ab3ce7e5a0e108b02,1
94338,1
94365,2
94376,1
94470,1
94494,1
94510,1
94522c1da24201bb3f534e890c60aeff5ea71ead,1
94554,210
94624,2
94678,1
94692,2
94773,1
94775,2
94812,1
94816,1
94820,1
94853,213
94856,3
94924,7
95195,1
95213,3
95261,4
95421,1
95466,1
95489,26
956611113648,3
95735,1
95776,7
95807,1
95819,2
95920,3
95a35b909d626694aaf337535f0893140e8e75ea,2
96003,26
96090,2
96243,19
96294,1
96316,2
96394,1
96415,4
96425,6
96449,2
96469,4
96576,2
96629,1
96653,1
96752,1
96754,11
96764,4
96836,3
96844,2
96922,1
96941,236
97066,1
97145,4
97167,34
97319,1
97364,1
97375,2
97547,7
97559,78
97560,17
97562,1
97581,33
97675,3
97711,1
97789,1
97902,110
97998,5
97b0b990d8c6f07527121c2a927063b2536f482b,1
97e3d965d16b9e2e91e1100a485e8803,7
98007,24
98030,3
98100,6
98212,1
98256,1
98262,1
98264,1
98265,12
98429,42
98459,1
98472,77
98475,103
98611,1
98721,260
98724,1
98740,25
98749,2
98797,2
98912,1
98935,2
98972,5
98973,1
99071,3
99074,18
99105,1
99148,1
99171,68
99174,646
99194,2
991d41b6b4490330108a44bc455b72e59f0a65b8,1
99236,1
99335,447
99340,2
99557,10
99567,2
99575,1
99583,14
99593,2
99599,20
9a3ff134588d5ba10ee7e84f63b84ca484e577ae,1
9b2bf7ef0e8a99691dd0fe816545cf3dab8145f4,2
9b668417267c63294b4d68320d15384514a9eb69,1
9d10392c469af1311fbe424a796b371d4ab9f73e,1
9d7a35c0c745e26f8082a313e4b1e7025d46a537,5
9d9e4305d91b7bf7d0cbfd4dd9694530335fb76a,1
9e7a3f9e15b255acbed5597d5dbed3dcccc5d484,1
a1786c75f972d9a78bfefcc97b0daeb5,1
a1ec572b0dd31ca75b17cfef1deb9771a998808b,1
a38a6ec05b452e30ac6adff130293f659abb596d9774dc226ae95db10acc946d6ebd79b87c299f5f9055c7ec72b0c4aae333378d2103de119492296f030f380cd8a1ef0a9343033d663034544e367177fd6e8d8c4c3d8fc80462723cace61f06,2
a5ba7f4699eac8bbf0c14a5cf8ad7b5339a9e2e5,4
a607baed42,2
a75df6c1a270cd2eaff861355f110c1978a176db,1
a77e92064b50d18a58cdd0ae40aa51dd643889df,1
a7fdb8a6bcd546d65136dc39a6b5a83471ed8793,1
a8d60f01fed6bcc500e09d97fac8b6e9ef2bed0c,1
a96479f40baa0c55a85d3248abcbcd652bc9ff32,1
aa72e681b3e90aed3c1ff680cb759568b106faad,2
ae6ea8140898ac46907bf55351cd81e247581153,1
ae7acb801046a7570f4daf893aad329b385cfd5182876bd3dcdb8721dccc20fcf590e63579dc2a0d5c19b27f582dd1661c1539275564d422df189019df24083df5ec68e04bba75b3c9086f9456e9ca3bc5f59fff01348dfb3e128a91774d59d0,1
b01f44c508269663cabaadd03fc4d8ba2749ef13,3
b0a70a274c9f3ffde5aae6a7cc8c3f8d55d2c9f0,2
b0bdff641015ab855c0d84214b6fb5394dd22abf,1
b1d9f9efa14d64d6d8ef9ea41e95c01d86c2285a,1
b3971052728c3ac64b860e207ed24ddb0e5b2876,1
b6bbf4ddf8cb9eeaa1454cb1c50f5b2ce94b1b51,1
b7901559519ef9756babe6d9d30bd6ee5c0308f7,1
b7d34f0e3914a4fee1c3742f4c5fbeef,1
b98ecbc474f348e619f5ceeb923d4c3b5545b3077166f6058eba590cd873228f742b40924f09cc03e5ba1e485305be7762a291c4f14ad7dc5d5a3407d5356f9c78c10706517b2d0d71afb699137cb5432792736fa05a0eb48e724fd231cdf79d,1
b9ec990cf62a20ba13cc3633ce157a79d3649b4d,1
b9f2d1c8c514ca69603e3f3b57cdbbde74c435ef,1
b9f7137af81783a32b17e897a9dbed799e730db6,1
ba80cf6c595f49c4aea8c5bcddded619385a49e9,1
bcfbfb1172bb677dc03f95b926c28bb48bbd640f,1
be7c712978a10574b0b07ed1c118c279,1
beec3f57fa9fcd547c25e0c7e5a9d4efb6b44954,1
bf6fbde7b6bbf9f755e8e6c67067b39cc760fc79,1
c0fdddd0157e709d5a769529c6c403b56190323f,1
c13bc1a2c9484008434d62566e199bc474135e7b,2
c297a20a887c8bdad7c37e8a3a5653e96028ee03,6
c3a07bd5901823597c831f039db5b2b7,9
c4cf13b54565403bc1fcbcafb3fca843d11606bd,5
c78685604f9107f0990b397a4cc68062894f8cff,1
ca0967b15db233502e054c18a3727bca7d73dd78,1
ca22c73b0084c2b8eeab343b62d55bc9ff84f6bb,1
cdc1a66a1d1fdebaf5bd0eba55f049813050b37e,1
d4d04031dfcb0e378669970bd8730c853b1783b3,3
d4f68fe4ec1417a040edeca0c835410d00e8b6e5,1
dach_dml_android_video,1
dach_dml_ios_video,1
db3a5ad7d84cfc75cd8933afaf4d1f12,3
dbeeb58446964196d8f70f5b344e9244bc0a1569,3
dd8f7bb29037551af52f7f80201def4dda8d7cab,1
dmk_fb_ios_joint_us_v2,1
dmk_ios_aus_video,1
dml_ita_june16_android,1
dml_us_fb_f_ios_07.15.2016,1
e11f45caa7b9bf1897a983d8e9df0fb96944b5a8,1
e72b9294e3537148a7bacc06ceb09591b7a7312b,1
e8155b8ca61e090f925de746e3be8bc805e99ba9,1
e8de0b024545c24c4f8fd01582e592c097ff38c8,2
e99b423cf1db6ecbcf01b254a9413688,1
ecf8dafebc1a01a00904accc20de5cf7,17
edd21df7621fd58ae28054e233f50dc6b386e0a7,1
f05099cf8ca20192f8479887ecc2f114a36b6f41,1
f133f4ac5379cb6102feee1e3a3dfcef,1
f251b81657b89f4efd5f681ac0e5943b3afb51c5,1
f516e125a79365afcc158c7e3caf60df19efaee0,8
f52af84c8327e1dec583a637e6072d67934b16ea,2
f658dadd1f9883c0975fde75d0fc6fcfbcd8eafe,1
f6db27f26592d97d0d150a88267b58a56aeb6c85,1
fb340a48b4fce2f7f03bc36778756b148cc8e0fd,1
fb7c398ae43485c063f306cc0d507262263ffe75,1
fb9616e22ac33768a2c59d36123843ccbaa61b73,1
fcb50e29677198eb1b686b44d3959697352de1d2,1
fd8d4d8cd9b7dacb9a24731829ca9bd2bc69e598,2
fe27b4e8250d0be5b0cb007b0261775a1db3f3f3,3
fr_dml_android,2
fr_dml_ios_tiers1,1
sf_gp_kr,1
toutiao,61
wizzo,2
{campaignid},1
