Name;Description
xxxidfaxxx;iOS IDFA
xxxgoogleadidxxx;Google Advertising ID
xxxtransidxxx;Transaction ID
xxxpubidxxx;Sub publisher
xxxsubidxxx;Creative
xxxipxxx;IP Address
